tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	5565	0	live	PRKAB2		protein kinase AMP-activated non-catalytic subunit beta 2	5'-AMP-activated protein kinase subunit beta-2|5'-AMP-activated protein kinase, beta-2 subunit|AMP-activated protein kinase beta 2 non-catalytic subunit|AMPK beta 2|AMPK beta-2 chain|AMPK subunit beta-2|protein kinase, AMP-activated, beta 2 non-catalytic subunit	1q21.1	1	NC_000001.11	147155106	147172589	minus	9	602741	
9606	Homo sapiens	5566	0	live	PRKACA	PKACA, PPNAD4	protein kinase cAMP-activated catalytic subunit alpha	cAMP-dependent protein kinase catalytic subunit alpha|PKA C-alpha|protein kinase A catalytic subunit|protein kinase, cAMP-dependent, alpha catalytic subunit|protein kinase, cAMP-dependent, catalytic, alpha	19p13.12	19	NC_000019.10	14091688	14117747	minus	12	601639	
9606	Homo sapiens	5567	0	live	PRKACB	PKA C-beta, PKACB	protein kinase cAMP-activated catalytic subunit beta	cAMP-dependent protein kinase catalytic subunit beta|cAMP-dependent protein kinase catalytic beta subunit isoform 4ab|protein kinase A catalytic subunit beta|protein kinase, cAMP-dependent, beta catalytic subunit|protein kinase, cAMP-dependent, catalytic, beta	1p31.1	1	NC_000001.11	84077975	84238498	plus	18	176892	
9606	Homo sapiens	5568	0	live	PRKACG	BDPLT19, KAPG, PKACg	protein kinase cAMP-activated catalytic subunit gamma	cAMP-dependent protein kinase catalytic subunit gamma|PKA C-gamma|protein kinase, cAMP-dependent, catalytic, gamma|protein kinase, cAMP-dependent, gamma catalytic subunit|serine(threonine) protein kinase	9q21.11	9	NC_000009.12	69012529	69014123	minus	1	176893	
9606	Homo sapiens	5571	0	live	PRKAG1	AMPKG	protein kinase AMP-activated non-catalytic subunit gamma 1	5'-AMP-activated protein kinase subunit gamma-1|5'-AMP-activated protein kinase, gamma-1 subunit|AMPK gamma-1 chain|AMPK gamma1|protein kinase, AMP-activated, gamma 1 non-catalytic subunit	12q13.12	12	NC_000012.12	49002272	49018975	minus	14	602742	
9606	Homo sapiens	5573	0	live	PRKAR1A	ACRDYS1, ADOHR, CAR, CNC, CNC1, PKR1, PPNAD1, PRKAR1, TSE1	protein kinase cAMP-dependent type I regulatory subunit alpha	cAMP-dependent protein kinase type I-alpha regulatory subunit|Carney complex type 1|cAMP-dependent protein kinase regulatory subunit RIalpha|cAMP-dependent protein kinase type I-alpha regulatory chain|protein kinase A type 1a regulatory subunit|protein kinase, cAMP-dependent, regulatory subunit type I alpha|protein kinase, cAMP-dependent, regulatory, type I, alpha|tissue-specific extinguisher 1	17q24.2	17	NC_000017.11	68413623	68551316	plus	16	188830	
9606	Homo sapiens	5575	0	live	PRKAR1B	PRKAR1	protein kinase cAMP-dependent type I regulatory subunit beta	cAMP-dependent protein kinase type I-beta regulatory subunit|protein kinase, cAMP-dependent, regulatory subunit type I beta|protein kinase, cAMP-dependent, regulatory, type I, beta	7p22.3	7	NC_000007.14	549185	727676	minus	18	176911	
9606	Homo sapiens	5576	0	live	PRKAR2A	PKR2, PRKAR2	protein kinase cAMP-dependent type II regulatory subunit alpha	cAMP-dependent protein kinase type II-alpha regulatory subunit|cAMP-dependent protein kinase regulatory subunit RII alpha|protein kinase A, RII-alpha subunit|protein kinase, cAMP-dependent, regulatory subunit type II alpha	3p21.31	3	NC_000003.12	48744601	48847850	minus	15	176910	
9606	Homo sapiens	5577	0	live	PRKAR2B	PRKAR2, RII-BETA	protein kinase cAMP-dependent type II regulatory subunit beta	cAMP-dependent protein kinase type II-beta regulatory subunit|H_RG363E19.2|WUGSC:H_RG363E19.2|cAMP-dependent protein kinase type II-beta regulatory chain|protein kinase, cAMP-dependent, regulatory subunit type II beta|protein kinase, cAMP-dependent, regulatory, type II, beta	7q22.3	7	NC_000007.14	107044728	107161811	plus	11	176912	
9606	Homo sapiens	5584	0	live	PRKCI	DXS1179E, PKCI, nPKC-iota	protein kinase C iota	protein kinase C iota type|PRKC-lambda/iota|aPKC-lambda/iota|atypical protein kinase C-lambda/iota	3q26.2	3	NC_000003.12	170222432	170305982	plus	18	600539	
9606	Homo sapiens	5590	0	live	PRKCZ	PKC-ZETA, PKC2	protein kinase C zeta	protein kinase C zeta type|nPKC-zeta	1p36.33	1	NC_000001.11	2050470	2185395	plus	30	176982	
9606	Homo sapiens	5594	0	live	MAPK1	ERK, ERK-2, ERK2, ERT1, MAPK2, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK	mitogen-activated protein kinase 1	mitogen-activated protein kinase 1|MAP kinase 1|MAP kinase 2|MAP kinase isoform p42|MAPK 2|extracellular signal-regulated kinase 2|mitogen-activated protein kinase 2|protein tyrosine kinase ERK2	22q11.22	22	NC_000022.11	21759657	21867680	minus	9	176948	
9606	Homo sapiens	5595	0	live	MAPK3	ERK-1, ERK1, ERT2, HS44KDAP, HUMKER1A, P44ERK1, P44MAPK, PRKM3, p44-ERK1, p44-MAPK	mitogen-activated protein kinase 3	mitogen-activated protein kinase 3|MAP kinase isoform p44|MAPK 1|extracellular signal-regulated kinase 1|extracellular signal-related kinase 1|insulin-stimulated MAP2 kinase|microtubule-associated protein 2 kinase	16p11.2	16	NC_000016.10	30114105	30123309	minus	10	601795	
9606	Homo sapiens	5599	0	live	MAPK8	JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c	mitogen-activated protein kinase 8	mitogen-activated protein kinase 8|JUN N-terminal kinase|MAP kinase 8|c-Jun N-terminal kinase 1|mitogen-activated protein kinase 8 isoform JNK1 alpha1|mitogen-activated protein kinase 8 isoform JNK1 beta2|stress-activated protein kinase 1|stress-activated protein kinase 1c	10q11.22	10	NC_000010.11	48306639	48439360	plus	15	601158	
9606	Homo sapiens	5601	0	live	MAPK9	JNK-55, JNK2, JNK2A, JNK2ALPHA, JNK2B, JNK2BETA, PRKM9, SAPK, SAPK1a, p54a, p54aSAPK	mitogen-activated protein kinase 9	mitogen-activated protein kinase 9|Jun kinase|MAP kinase 9|MAPK 9|c-Jun N-terminal kinase 2|c-Jun kinase 2|stress-activated protein kinase 1a|stress-activated protein kinase JNK2	5q35.3	5	NC_000005.10	180233594	180292071	minus	16	602896	
9606	Homo sapiens	5602	0	live	MAPK10	JNK3, JNK3A, PRKM10, SAPK1b, p493F12, p54bSAPK	mitogen-activated protein kinase 10	mitogen-activated protein kinase 10|JNK3 alpha protein kinase|MAP kinase 10|MAP kinase p49 3F12|c-Jun N-terminal kinase 3|stress activated protein kinase beta|stress-activated protein kinase 1b|stress-activated protein kinase JNK3	4q21.3	4	NC_000004.12	86012296	86594117	minus	27	602897	
9606	Homo sapiens	5604	0	live	MAP2K1	CFC3, MAPKK1, MEK1, MKK1, PRKMK1	mitogen-activated protein kinase kinase 1	dual specificity mitogen-activated protein kinase kinase 1|ERK activator kinase 1|MAPK/ERK kinase 1|MAPKK 1|MEK 1|protein kinase, mitogen-activated, kinase 1 (MAP kinase kinase 1)	15q22.31	15	NC_000015.10	66386873	66491544	plus	13	176872	
9606	Homo sapiens	5605	0	live	MAP2K2	CFC4, MAPKK2, MEK2, MKK2, PRKMK2	mitogen-activated protein kinase kinase 2	dual specificity mitogen-activated protein kinase kinase 2|ERK activator kinase 2|MAP kinase kinase 2|MAPK/ERK kinase 2|mitogen-activated protein kinase kinase 2, p45	19p13.3	19	NC_000019.10	4090321	4124184	minus	13	601263	
9606	Homo sapiens	5770	0	live	PTPN1	PTP1B	protein tyrosine phosphatase, non-receptor type 1	tyrosine-protein phosphatase non-receptor type 1|protein tyrosine phosphatase, placental|protein-tyrosine phosphatase 1B	20q13.13	20	NC_000020.11	50510321	50584762	plus	10	176885	
9606	Homo sapiens	5792	0	live	PTPRF	BNAH2, LAR	protein tyrosine phosphatase, receptor type F	receptor-type tyrosine-protein phosphatase F|LCA-homolog|leukocyte antigen-related (LAR) PTP receptor|leukocyte antigen-related tyrosine phosphatase|leukocyte common antigen related|protein tyrosine phosphatase, receptor type, F polypeptide|receptor-linked protein-tyrosine phosphatase LAR	1p34.2	1	NC_000001.11	43522238	43623672	plus	41	179590	
9606	Homo sapiens	5834	0	live	PYGB	GPBB	glycogen phosphorylase B	glycogen phosphorylase, brain form|phosphorylase, glycogen; brain	20p11.21	20	NC_000020.11	25248070	25298012	plus	20	138550	
9606	Homo sapiens	5836	0	live	PYGL	GSD6	glycogen phosphorylase L	glycogen phosphorylase, liver form|phosphorylase, glycogen, liver	14q22.1	14	NC_000014.9	50905217	50944530	minus	20	613741	
9606	Homo sapiens	5837	0	live	PYGM		glycogen phosphorylase, muscle associated	glycogen phosphorylase, muscle form|myophosphorylase|phosphorylase, glycogen, muscle	11q13.1	11	NC_000011.10	64746389	64760715	minus	20	608455	
9606	Homo sapiens	5894	0	live	RAF1	CMD1NN, CRAF, NS5, Raf-1, c-Raf	Raf-1 proto-oncogene, serine/threonine kinase	RAF proto-oncogene serine/threonine-protein kinase|C-Raf proto-oncogene, serine/threonine kinase|Oncogene RAF1|proto-oncogene c-RAF|raf proto-oncogene serine/threonine protein kinase|v-raf-1 murine leukemia viral oncogene homolog 1|v-raf-1 murine leukemia viral oncogene-like protein 1	3p25.2	3	NC_000003.12	12583601	12664201	minus	20	164760	
9606	Homo sapiens	6009	0	live	RHEB	RHEB2	Ras homolog, mTORC1 binding	GTP-binding protein Rheb|Ras homolog enriched in brain 2	7q36.1	7	NC_000007.14	151466012	151519924	minus	9	601293	
9606	Homo sapiens	6194	0	live	RPS6	S6	ribosomal protein S6	40S ribosomal protein S6|phosphoprotein NP33|small ribosomal subunit protein eS6	9p22.1	9	NC_000009.12	19376256	19380237	minus	6	180460	
9606	Homo sapiens	6198	0	live	RPS6KB1	PS6K, S6K, S6K-beta-1, S6K1, STK14A, p70 S6KA, p70(S6K)-alpha, p70-S6K, p70-alpha	ribosomal protein S6 kinase B1	ribosomal protein S6 kinase beta-1|p70 S6 kinase, alpha|ribosomal protein S6 kinase I|ribosomal protein S6 kinase, 70kDa, polypeptide 1|serine/threonine kinase 14 alpha|serine/threonine-protein kinase 14A	17q23.1	17	NC_000017.11	59893046	59950426	plus	19	608938	
9606	Homo sapiens	6199	0	live	RPS6KB2	KLS, P70-beta, P70-beta-1, P70-beta-2, S6K-beta2, S6K2, SRK, STK14B, p70(S6K)-beta, p70S6Kb	ribosomal protein S6 kinase B2	ribosomal protein S6 kinase beta-2|70 kDa ribosomal protein S6 kinase 2|P70S6K2|S6 kinase-related kinase|S6K-beta|S6K-beta-2|p70 S6 kinase beta|p70 S6K-beta|p70 S6KB|p70 ribosomal S6 kinase beta|p70-S6K 2|ribosomal protein S6 kinase, 70kDa, polypeptide 2|serine/threonine-protein kinase 14 beta|serine/threonine-protein kinase 14B	11q13.2	11	NC_000011.10	67428460	67435408	plus	16	608939	
9606	Homo sapiens	6464	0	live	SHC1	SHC, SHCA	SHC adaptor protein 1	SHC-transforming protein 1|SH2 domain protein C1|SHC (Src homology 2 domain containing) transforming protein 1|SHC-transforming protein 3|SHC-transforming protein A	1q21.3	1	NC_000001.11	154962298	154974492	minus	13	600560	
9606	Homo sapiens	6517	0	live	SLC2A4	GLUT4	solute carrier family 2 member 4	solute carrier family 2, facilitated glucose transporter member 4|GLUT-4|glucose transporter type 4, insulin-responsive|insulin-responsive glucose transporter type 4|solute carrier family 2 (facilitated glucose transporter), member 4	17p13.1	17	NC_000017.11	7281735	7288048	plus	11	138190	
9606	Homo sapiens	6654	0	live	SOS1	GF1, GGF1, GINGF, HGF, NS4, SOS-1	SOS Ras/Rac guanine nucleotide exchange factor 1	son of sevenless homolog 1|gingival fibromatosis, hereditary, 1|guanine nucleotide exchange factor	2p22.1	2	NC_000002.12	38981549	39124959	minus	26	182530	
9606	Homo sapiens	6655	0	live	SOS2	NS9, SOS-2	SOS Ras/Rho guanine nucleotide exchange factor 2	son of sevenless homolog 2|guanine nucleotide releasing factor	14q21.3	14	NC_000014.9	50117128	50231381	minus	23	601247	
9606	Homo sapiens	6720	0	live	SREBF1	SREBP1, bHLHd1	sterol regulatory element binding transcription factor 1	sterol regulatory element-binding protein 1|class D basic helix-loop-helix protein 1	17p11.2	17	NC_000017.11	17811349	17837017	minus	21	184756	
9606	Homo sapiens	7248	0	live	TSC1	LAM, TSC	TSC complex subunit 1	hamartin|tuberous sclerosis 1 protein|tumor suppressor	9q34.13	9	NC_000009.12	132891348	132945269	minus	25	605284	
9606	Homo sapiens	7249	0	live	TSC2	LAM, PPP1R160, TSC4	TSC complex subunit 2	tuberin|protein phosphatase 1, regulatory subunit 160|tuberous sclerosis 2 protein	16p13.3	16	NC_000016.10	2047804	2088720	plus	44	191092	
9606	Homo sapiens	8471	0	live	IRS4	IRS-4, PY160	insulin receptor substrate 4	insulin receptor substrate 4|160 kDa phosphotyrosine protein|phosphoprotein of 160 kDa|pp160	Xq22.3	X	NC_000023.11	108719949	108736584	minus	4	300904	
9606	Homo sapiens	8503	0	live	PIK3R3	p55, p55-GAMMA, p55PIK	phosphoinositide-3-kinase regulatory subunit 3	phosphatidylinositol 3-kinase regulatory subunit gamma|PI3-kinase regulatory subunit gamma|PI3-kinase subunit p55-gamma|PI3K regulatory subunit gamma|phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma|phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 3 (p55, gamma)|phosphoinositide-3-kinase, regulatory subunit 3 (gamma)|ptdIns-3-kinase regulatory subunit p55-gamma	1p34.1	1	NC_000001.11	46040140	46176495	minus	12	606076	
9606	Homo sapiens	8569	0	live	MKNK1	MNK1	MAP kinase interacting serine/threonine kinase 1	MAP kinase-interacting serine/threonine-protein kinase 1|MAP kinase signal-integrating kinase 1|MAPK signal-integrating kinase 1	1p33	1	NC_000001.11	46557407	46607140	minus	17	606724	
9606	Homo sapiens	8651	0	live	SOCS1	CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3	suppressor of cytokine signaling 1	suppressor of cytokine signaling 1|JAK binding protein|STAT induced SH3 protein 1|STAT-induced STAT inhibitor 1|Tec-interacting protein 3|cytokine-inducible SH2 protein 1	16p13.13	16	NC_000016.10	11254417	11256182	minus	2	603597	
9606	Homo sapiens	8660	0	live	IRS2	IRS-2	insulin receptor substrate 2	insulin receptor substrate 2	13q34	13	NC_000013.11	109753837	109786567	minus	2	600797	
9606	Homo sapiens	8789	0	live	FBP2		fructose-bisphosphatase 2	fructose-1,6-bisphosphatase isozyme 2|D-fructose-1,6-bisphosphate 1-phosphohydrolase 2|FBPase 2|fructose-1,6-bisphosphatase 2|hexosediphosphatase|muscle FBPase|muscle fructose-bisphosphatase	9q22.32	9	NC_000009.12	94558714	94593832	minus	7	603027	
9606	Homo sapiens	8835	0	live	SOCS2	CIS2, Cish2, SOCS-2, SSI-2, SSI2, STATI2	suppressor of cytokine signaling 2	suppressor of cytokine signaling 2|CIS-2|STAT-induced STAT inhibitor 2|cytokine-inducible SH2 protein 2	12q22	12	NC_000012.12	93569822	93626236	plus	14	605117	
9606	Homo sapiens	9021	0	live	SOCS3	ATOD4, CIS3, Cish3, SOCS-3, SSI-3, SSI3	suppressor of cytokine signaling 3	suppressor of cytokine signaling 3|STAT-induced STAT inhibitor 3|cytokine-inducible SH2 protein 3	17q25.3	17	NC_000017.11	78356777	78360079	minus	2	604176	
9606	Homo sapiens	9322	0	live	TRIP10	CIP4, HSTP, STOT, STP, TRIP-10	thyroid hormone receptor interactor 10	cdc42-interacting protein 4|TR-interacting protein 10|protein Felic|salt tolerant protein|salt tolerator|thyroid receptor-interacting protein 10	19p13.3	19	NC_000019.10	6739682	6751526	plus	16	604504	
9606	Homo sapiens	9470	0	live	EIF4E2	4E-LP, 4EHP, EIF4EL3, IF4e, h4EHP	eukaryotic translation initiation factor 4E family member 2	eukaryotic translation initiation factor 4E type 2|eIF-4E type 2|eIF4E-like cap-binding protein|eIF4E-like protein 4E-LP|eukaryotic translation initiation factor 4E homologous protein|eukaryotic translation initiation factor 4E-like 3|mRNA cap-binding protein type 3	2q37.1	2	NC_000002.12	232550587	232583645	plus	10	605895	
9606	Homo sapiens	10000	0	live	AKT3	MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2	AKT serine/threonine kinase 3	RAC-gamma serine/threonine-protein kinase|PKB gamma|RAC-gamma serine/threonine protein kinase|v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	1q43-q44	1	NC_000001.11	243488233	243851079	minus	24	611223	
9606	Homo sapiens	10211	0	live	FLOT1		flotillin 1	flotillin-1|integral membrane component of caveolae	6p21.33	6	NC_000006.12	30727709	30742851	minus	14	606998	
9606	Homo sapiens	10580	0	live	SORBS1	CAP, FLAF2, R85FL, SH3D5, SH3P12, SORB1	sorbin and SH3 domain containing 1	sorbin and SH3 domain-containing protein 1|Fas-ligand associated factor 2|SH3 domain protein 5|c-Cbl associated protein|ponsin	10q24.1	10	NC_000010.11	95311773	95561420	minus	36	605264	
9606	Homo sapiens	10603	0	live	SH2B2	APS	SH2B adaptor protein 2	SH2B adapter protein 2|SH2 and PH domain-containing adapter protein APS|adapter protein with pleckstrin homology and Src homology 2 domains	7q22.1	7	NC_000007.14	102284526	102321711	plus	12	605300	
9606	Homo sapiens	10891	0	live	PPARGC1A	LEM6, PGC-1(alpha), PGC-1alpha, PGC-1v, PGC1, PGC1A, PPARGC1	PPARG coactivator 1 alpha	peroxisome proliferator-activated receptor gamma coactivator 1-alpha|L-PGC-1alpha|PGC-1-alpha|PPAR gamma coactivator variant form|PPARGC-1-alpha|PPARgamma coactivator 1alpha|ligand effect modulator-6|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B4-3ext|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B4-8a|peroxisome proliferator-activated receptor gamma coactivator 1 alpha transcript variant B5-NT	4p15.2	4	NC_000004.12	23792021	24472975	minus	23	604517	
9606	Homo sapiens	23265	0	live	EXOC7	2-5-3p, BLOM4, EX070, EXO70, EXOC1, Exo70p, YJL085W	exocyst complex component 7	exocyst complex component 7|exocyst complex component Exo70	17q25.1	17	NC_000017.11	76080993	76104221	minus	22	608163	
9606	Homo sapiens	23433	0	live	RHOQ	ARHQ, HEL-S-42, RASL7A, TC10, TC10A	ras homolog family member Q	rho-related GTP-binding protein RhoQ|RAS-like, family 7, member A|epididymis secretory protein Li 42|ras homolog gene family, member Q|ras-like protein TC10|ras-like protein family member 7A	2p21	2	NC_000002.12	46542409	46584688	plus	7	605857	
9606	Homo sapiens	23624	0	live	CBLC	CBL-3, CBL-SL, RNF57	Cbl proto-oncogene C	E3 ubiquitin-protein ligase CBL-C|Cas-Br-M (murine) ecotropic retroviral transforming sequence c|Cas-Br-M (murine) ectropic retroviral transforming sequence c|Cbl proto-oncogene C, E3 ubiquitin protein ligase|Cbl proto-oncogene, E3 ubiquitin protein ligase C|RING finger protein 57|RING-type E3 ubiquitin transferase CBL-C|SH3-binding protein CBL-3|SH3-binding protein CBL-C|signal transduction protein CBL-C	19q13.32	19	NC_000019.10	44777855	44800646	plus	13	608453	
9606	Homo sapiens	25759	0	live	SHC2	SCK, SHCB, SLI	SHC adaptor protein 2	SHC-transforming protein 2|SH2 domain protein C2|SHC (Src homology 2 domain containing) transforming protein 2|SHC-transforming protein B|neuronal Shc adaptor homolog|protein Sck|src homology 2 domain-containing-transforming protein C2	19p13.3	19	NC_000019.10	416583	461011	minus	16	605217	
9606	Homo sapiens	51422	0	live	PRKAG2	AAKG, AAKG2, CMH6, H91620p, WPWS	protein kinase AMP-activated non-catalytic subunit gamma 2	5'-AMP-activated protein kinase subunit gamma-2|AMPK subunit gamma-2|protein kinase, AMP-activated, gamma 2 non-catalytic subunit	7q36.1	7	NC_000007.14	151556114	151877231	minus	22	602743	
9606	Homo sapiens	51763	0	live	INPP5K	MDCCAID, PPS, SKIP	inositol polyphosphate-5-phosphatase K	inositol polyphosphate 5-phosphatase K|skeletal muscle and kidney-enriched inositol phosphatase	17p13.3	17	NC_000017.11	1494575	1516888	minus	14	607875	
9606	Homo sapiens	51806	0	live	CALML5	CLSP	calmodulin like 5	calmodulin-like protein 5|calmodulin-like skin protein	10p15.1	10	NC_000010.11	5498695	5499570	minus	1	605183	
9606	Homo sapiens	53358	0	live	SHC3	N-Shc, NSHC, RAI, SHCC	SHC adaptor protein 3	SHC-transforming protein 3|SH2 domain protein C3|SHC (Src homology 2 domain containing) transforming protein 3|SHC-transforming protein C|Shc3 p51|neuronal Shc|protein Rai|src homology 2 domain-containing transforming protein C3	9q22.1	9	NC_000009.12	89005771	89182308	minus	16	605263	
9606	Homo sapiens	53632	0	live	PRKAG3	AMPKG3	protein kinase AMP-activated non-catalytic subunit gamma 3	5'-AMP-activated protein kinase subunit gamma-3|5'-AMP-activated protein kinase, gamma-3 subunit|AMPK gamma-3 chain|AMPK gamma3|AMPK subunit gamma-3|protein kinase, AMP-activated, gamma 3 non-catalytic subunit	2q35	2	NC_000002.12	218821853	218831803	minus	13	604976	
9606	Homo sapiens	57521	0	live	RPTOR	KOG1, Mip1	regulatory associated protein of MTOR complex 1	regulatory-associated protein of mTOR|p150 target of rapamycin (TOR)-scaffold protein containing WD-repeats|raptor	17q25.3	17	NC_000017.11	80544825	80966373	plus	34	607130	
9606	Homo sapiens	57818	0	live	G6PC2	IGRP	glucose-6-phosphatase catalytic subunit 2	glucose-6-phosphatase 2|G-6-Pase 2|G6Pase 2|glucose-6-phosphatase, catalytic, 2|islet-specific G6CP-related protein|islet-specific glucose-6-phosphatase catalytic subunit-related protein|islet-specific glucose-6-phosphatase-related protein	2q31.1	2	NC_000002.12	168901223	168910000	plus	5	608058	
9606	Homo sapiens	79660	0	live	PPP1R3B	GL, PPP1R4, PTG	protein phosphatase 1 regulatory subunit 3B	protein phosphatase 1 regulatory subunit 3B|PP1 subunit R4|hepatic glycogen-targeting protein phosphatase 1 regulatory subunit GL|hepatic glycogen-targeting subunit, G(L)|protein phosphatase 1 regulatory subunit 4|protein phosphatase 1, regulatory (inhibitor) subunit 3B	8p23.1	8	NC_000008.11	9136254	9151642	minus	3	610541	
9606	Homo sapiens	80201	0	live	HKDC1		hexokinase domain containing 1	putative hexokinase HKDC1|hexokinase domain-containing protein 1	10q22.1	10	NC_000010.11	69220303	69267559	plus	20	617221	
9606	Homo sapiens	89801	0	live	PPP1R3F	HB2E, LL0XNC01-7P3.1, R3F	protein phosphatase 1 regulatory subunit 3F	protein phosphatase 1 regulatory subunit 3F|protein phosphatase 1, regulatory (inhibitor) subunit 3F	Xp11.23	X	NC_000023.11	49269822	49301465	plus	7		
9606	Homo sapiens	90673	0	live	PPP1R3E		protein phosphatase 1 regulatory subunit 3E	protein phosphatase 1 regulatory subunit 3E|protein phosphatase 1, regulatory (inhibitor) subunit 3E	14q11.2	14	NC_000014.9	23295921	23302848	minus	5		
9606	Homo sapiens	91860	0	live	CALML4	NY-BR-20	calmodulin like 4	calmodulin-like protein 4|serologically defined breast cancer antigen NY-BR-20	15q23	15	NC_000015.10	68190705	68206110	minus	5		
9606	Homo sapiens	92579	0	live	G6PC3	SCN4, UGRP	glucose-6-phosphatase catalytic subunit 3	glucose-6-phosphatase 3|G-6-Pase 3|G6Pase 3|G6Pase-beta|glucose 6 phosphatase, catalytic, 3|ubiquitous glucose-6-phosphatase catalytic subunit-related protein|ubiquitously expressed G6Pase catalytic subunit-related protein	17q21.31	17	NC_000017.11	44070700	44076344	plus	8	611045	
9606	Homo sapiens	122809	0	live	SOCS4	SOCS7	suppressor of cytokine signaling 4	suppressor of cytokine signaling 4|SH2 domain containing SOCS box protein|SOCS-4|SOCS-7|suppressor of cytokine signaling 7	14q22.3	14	NC_000014.9	55027126	55049489	plus	3	616337	
9606	Homo sapiens	163688	0	live	CALML6	CAGLP	calmodulin like 6	calmodulin-like protein 6|EF-hand protein|calglandulin-like protein	1p36.33	1	NC_000001.11	1913751	1917294	plus	6	610171	
9606	Homo sapiens	253314	0	live	EIF4E1B		eukaryotic translation initiation factor 4E family member 1B	eukaryotic translation initiation factor 4E type 1B	5q35.2	5	NC_000005.10	176630613	176646644	plus	9		
9606	Homo sapiens	399694	0	live	SHC4	RaLP, SHCD	SHC adaptor protein 4	SHC-transforming protein 4|SH2 domain protein C4|SHC (Src homology 2 domain containing) family, member 4|SHC-transforming protein D|hShcD|rai-like protein|src homology 2 domain-containing-transforming protein C4	15q21.1	15	NC_000015.10	48823737	48963444	minus	13	617372	
9606	Homo sapiens	6714	0	live	SRC	ASV1, THC6, c-SRC, p60-Src, SRC	SRC proto-oncogene, non-receptor tyrosine kinase	proto-oncogene tyrosine-protein kinase Src|proto-oncogene c-Src|protooncogene SRC, Rous sarcoma|tyrosine kinase pp60c-src|tyrosine-protein kinase SRC-1|v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog	20q11.23	20	NC_000020.11	37344685	37405432	plus	17	190090	
9606	Homo sapiens	64223	0	live	MLST8	GBL, GbetaL, LST8, POP3, WAT1	MTOR associated protein, LST8 homolog	target of rapamycin complex subunit LST8|TORC subunit LST8|gable|mammalian lethal with SEC13 protein 8|protein GbetaL	16p13.3	16	NC_000016.10	2205177	2209417	plus	11	612190	
9606	Homo sapiens	84335	0	live	AKT1S1	Lobe, PRAS40	AKT1 substrate 1	proline-rich AKT1 substrate 1|40 kDa proline-rich AKT substrate|AKT1 substrate 1 (proline rich)	19q13.33	19	NC_000019.10	49869033	49878356	minus	7	610221	
9606	Homo sapiens	64798	0	live	DEPTOR	DEP.6, DEPDC6	DEP domain containing MTOR interacting protein	DEP domain-containing mTOR-interacting protein|DEP domain containing 6|DEP domain-containing protein 6	8q24.12	8	NC_000008.11	119873655	120056202	plus	10	612974	
9606	Homo sapiens	253260	0	live	RICTOR	AVO3, PIA, hAVO3	RPTOR independent companion of MTOR complex 2	rapamycin-insensitive companion of mTOR|AVO3 homolog|TORC2-specific protein AVO3|pianissimo	5p13.1	5	NC_000005.10	38937920	39074421	minus	41	609022	
9606	Homo sapiens	79109	0	live	MAPKAP1	JC310, MIP1, SIN1, SIN1b, SIN1g	mitogen-activated protein kinase associated protein 1	target of rapamycin complex 2 subunit MAPKAP1|MEKK2-interacting protein 1|SAPK-interacting protein 1|TORC2 subunit MAPKAP1|mSIN1|mitogen-activated protein kinase 2-associated protein 1|ras inhibitor MGC2745|stress-activated map kinase interacting protein 1|stress-activated protein kinase-interacting 1	9q33.3	9	NC_000009.12	125437394	125707234	minus	17	610558	
9606	Homo sapiens	55615	0	live	PRR5	FLJ20185k, PP610, PROTOR-1, PROTOR1	proline rich 5	proline-rich protein 5|Rho GTPase activating protein 8|proline rich 5 (renal)|protein observed with Rictor-1	22q13.31	22	NC_000022.11	44668547	44737681	plus	11	609406	
9606	Homo sapiens	79899	0	live	PRR5L	PROTOR2	proline rich 5 like	proline-rich protein 5-like|Protein observed with Rictor-2|protor-2	11p13-p12	11	NC_000011.10	36296175	36465204	plus	11	611728	
9606	Homo sapiens	9675	0	live	TTI1	KIAA0406, smg-10	TELO2 interacting protein 1	TELO2-interacting protein 1 homolog|TEL2-interacting protein 1 homolog|Tel two interacting protein 1|smg-10 homolog, nonsense mediated mRNA decay factor	20q11.23	20	NC_000020.11	37983007	38033468	minus	10	614425	
9606	Homo sapiens	9894	0	live	TELO2	CLK2, TEL2, YHFS	telomere maintenance 2	telomere length regulation protein TEL2 homolog|TEL2, telomere maintenance 2, homolog|protein clk-2 homolog	16p13.3	16	NC_000016.10	1493344	1510459	plus	23	611140	
